ts,unit,code,description,detail,data
20250131 10:45:50,BMS 1,111,Time calibrated,Date time set to 2025-01-31 10:45:49.,19011f0a2d31ffffffffffffffffffffffffffffffffff
20250131 11:39:36,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 46 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 211.1 V. Output current: -1.2 A. Cell max voltage: 3316 mV. Cell min voltage: 3312 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182e6448083f08f4fff40cf00c1312
20250131 11:39:52,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 213.1 V. Output current: -1.4 A. Cell max voltage: 3315 mV. Cell min voltage: 3307 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018336448085308f2fff30ceb0c1312
20250131 11:46:09,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 211.3 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3303 mV. Cell min voltage: 3299 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018336441084b080000e70ce30c1312
20250131 11:46:09,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 46 %. SOH: 100 %. Battery voltage: 211.2 V. Output voltage: 210.7 V. Output current: 0.0 A. Cell max voltage: 3302 mV. Cell min voltage: 3301 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182e6440083b080000e60ce50c1312
20250131 12:07:55,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.7 V. Output current: -0.6 A. Cell max voltage: 3316 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018336448084f08fafff40cec0c1312
20250131 12:07:58,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 46 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 211.5 V. Output current: -1.7 A. Cell max voltage: 3319 mV. Cell min voltage: 3315 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182e644a084308effff70cf30c1312
20250131 12:16:35,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 211.9 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3313 mV. Cell min voltage: 3311 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182f6447083f080000f10cef0c1312
20250131 12:16:52,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 211.9 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3315 mV. Cell min voltage: 3308 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018336447084f080000f30cec0c1312
20250131 12:37:42,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 51 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 213.1 V. Output current: -1.5 A. Cell max voltage: 3319 mV. Cell min voltage: 3313 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001833644a085308f1fff70cf10c1312
20250131 12:37:51,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 212.3 V. Output voltage: 211.9 V. Output current: -1.3 A. Cell max voltage: 3320 mV. Cell min voltage: 3316 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182f644b084708f3fff80cf40c1312
20250131 12:47:36,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 211.9 V. Output current: 0.0 A. Cell max voltage: 3318 mV. Cell min voltage: 3316 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182f644a0847080000f60cf40c1312
20250131 12:47:47,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 213.1 V. Output current: 0.0 A. Cell max voltage: 3320 mV. Cell min voltage: 3313 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001834644a0853080000f80cf10c1312
20250131 13:02:11,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.5 V. Output voltage: 213.1 V. Output current: -0.4 A. Cell max voltage: 3324 mV. Cell min voltage: 3317 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001834644d085308fcfffc0cf50c1312
20250131 13:07:32,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 212.3 V. Output current: 0.0 A. Cell max voltage: 3316 mV. Cell min voltage: 3311 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018346448084b080000f40cef0c1312
20250131 13:13:26,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 211.9 V. Output current: -1.7 A. Cell max voltage: 3318 mV. Cell min voltage: 3315 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182f644a084708effff60cf30c1312
20250131 13:20:01,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 211.9 V. Output voltage: 211.1 V. Output current: 0.0 A. Cell max voltage: 3313 mV. Cell min voltage: 3312 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000182f6447083f080000f10cf00c1312
20250131 13:45:56,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.5 V. Output voltage: 213.1 V. Output current: -0.8 A. Cell max voltage: 3323 mV. Cell min voltage: 3316 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001834644d085308f8fffb0cf40c1312
20250131 13:48:49,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 48 %. SOH: 100 %. Battery voltage: 213.4 V. Output voltage: 213.1 V. Output current: -1.8 A. Cell max voltage: 3338 mV. Cell min voltage: 3332 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018306456085308eeff0a0d040d1312
20250131 13:53:04,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 212.1 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3318 mV. Cell min voltage: 3312 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018346449084f080000f60cf00c1312
20250131 13:54:07,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 48 %. SOH: 100 %. Battery voltage: 212.0 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3315 mV. Cell min voltage: 3313 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",0000000000000000183064480843080000f30cf10c1312
20250131 14:14:01,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 53 %. SOH: 100 %. Battery voltage: 212.5 V. Output voltage: 213.5 V. Output current: -0.9 A. Cell max voltage: 3323 mV. Cell min voltage: 3316 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001835644d085708f7fffb0cf40c1312
20250131 14:14:13,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 48 %. SOH: 100 %. Battery voltage: 212.5 V. Output voltage: 211.5 V. Output current: -0.7 A. Cell max voltage: 3323 mV. Cell min voltage: 3320 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001830644d084308f9fffb0cf80c1312
20250131 14:27:09,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 48 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3318 mV. Cell min voltage: 3316 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001830644a084f080000f60cf40c1312
20250131 14:27:11,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 53 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 213.1 V. Output current: 0.0 A. Cell max voltage: 3321 mV. Cell min voltage: 3315 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001835644a0853080000f90cf30c1312
20250201 10:40:50,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3293 mV. Cell min voltage: 3292 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",0000000000000000182f643a0833080000dd0cdc0c1212
20250201 10:40:59,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 210.7 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3293 mV. Cell min voltage: 3290 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001834643b0843080000dd0cda0c1312
20250201 10:41:01,BMU,118,System timing,Status: Active. Environment min temp: 21 °C. Environment max temp: 26 °C. SOC: 49 %. SOH: 100 %. Battery temp: 18 °C. Battery voltage: 210.7 V. Cell max voltage: 3293 mV. Cell min voltage: 3290 mV. Battery max temp: 19 °C. Battery min temp: 18 °C.,03151a316412083b0cdd0cda00130012000000000000ff
20250201 10:44:28,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 52 %. SOH: 100 %. Battery voltage: 211.3 V. Output voltage: 212.3 V. Output current: -0.8 A. Cell max voltage: 3303 mV. Cell min voltage: 3298 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",000000000000000018346441084b08f8ffe70ce20c1312
20250201 10:45:01,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 47 %. SOH: 100 %. Battery voltage: 211.4 V. Output voltage: 210.7 V. Output current: -0.8 A. Cell max voltage: 3305 mV. Cell min voltage: 3302 mV. Cell max temp: 18 °C. Cell min temp: 18 °C.",0000000000000000182f6442083b08f8ffe90ce60c1212
20250201 10:46:00,BMU,36,Functional safety info,Running time: 432300 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3308 mV. Cell min voltage: 3301 mV. Cell max temp: 18 °C. Cell min temp: 18 °C. Output current: -1.0 A. Output voltage: 212.7 V. Accumulated voltage: 211.6 V. BMS address: 1. Module type: HVM. Modules: 4.,000698ac40200cec0ce51212fff6084f08440101040000
20250201 10:46:00,BMS 2,111,Time calibrated,Date time set to 2025-02-01 10:46:00.,1902010a2e00ffffffffffffffffffffffffffffffffff
20250201 10:46:01,BMS 1,111,Time calibrated,Date time set to 2025-02-01 10:46:00.,1902010a2e00ffffffffffffffffffffffffffffffffff
20250201 14:40:03,BMS 1,17,Start balancing,"Balancing cells: 1,3,4,7,9,11,15,36,38,40,43,46,51,53,56,59,61,63. Cell min voltage: 3404 mV.",9a8a0000504928a9000000000000000000000000004c0d
20250201 14:45:19,BMS 2,17,Start balancing,"Balancing cells: 31,42,46,57,59. Cell min voltage: 3401 mV.",000000800044000a00000000000000000000000000490d
20250201 14:46:59,BMS 1,2,Events record,"Warnings: Cells overvoltage. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 219.3 V. Output voltage: 220.3 V. Output current: -5.9 A. Cell max voltage: 3450 mV. Cell min voltage: 3401 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",040000000000000018636491089b08c5ff7a0d490d1615
20250201 14:46:59,BMS 1,21,Events additional info,"Warnings: Cells overvoltage. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 219.3 V. Output voltage: 220.3 V. Output current: 0.0 A. Cell max voltage id: 10. Cell min voltage id: 13. Cell max temp id: 9. Cell min temp ud: 0.",040000000000000018636491089b0800000a0d01090000
20250201 14:47:00,BMU,38,SOP info,Max charge current: 30.2 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 21 °C. Inverter: Fronius HV. BMS quantity: 2.,012e01f4092006400315000203ffffffffffffffffffff
20250201 14:48:08,BMS 2,2,Events record,"Warnings: Cells overvoltage. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 219.4 V. Output voltage: 218.7 V. Output current: -7.6 A. Cell max voltage: 3450 mV. Cell min voltage: 3417 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",040000000000000018636492088b08b4ff7a0d590d1715
20250201 14:48:08,BMS 2,21,Events additional info,"Warnings: Cells overvoltage. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 219.4 V. Output voltage: 218.7 V. Output current: 0.0 A. Cell max voltage id: 32. Cell min voltage id: 12. Cell max temp id: 25. Cell min temp ud: 0.",040000000000000018636492088b080000200c0b190000
20250201 14:53:31,BMS 2,2,Events record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.8 V. Output voltage: 212.7 V. Output current: 10.6 A. Cell max voltage: 3330 mV. Cell min voltage: 3323 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",000000000000000018636450084f086a00020dfb0c1715
20250201 14:53:31,BMS 2,21,Events additional info,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.8 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage id: 60. Cell min voltage id: 6. Cell max temp id: 25. Cell min temp ud: 0.",000000000000000018636450084f0800003c0603190000
20250201 14:53:40,BMS 1,2,Events record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 213.1 V. Output current: 11.4 A. Cell max voltage: 3340 mV. Cell min voltage: 3307 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001863644a08530872000c0deb0c1615
20250201 14:53:40,BMS 1,21,Events additional info,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 99 %. SOH: 100 %. Battery voltage: 212.2 V. Output voltage: 213.1 V. Output current: 0.0 A. Cell max voltage id: 49. Cell min voltage id: 13. Cell max temp id: 9. Cell min temp ud: 0.",00000000000000001863644a0853080000310d01090000
20250201 14:53:42,BMU,38,SOP info,Max charge current: 50.0 A. Max discharge current: 50.0 A. Max charge voltage: 233.6 V. Max discharge voltage: 160.0 V. Status: Active. Battery temp: 21 °C. Inverter: Fronius HV. BMS quantity: 2.,01f401f4092006400315000203ffffffffffffffffffff
20250201 14:53:51,BMS 2,18,Stop balancing,Cell min voltage: 3323 mV.,000000000000000000000000000000000000000000fb0c
20250201 14:58:00,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 98 %. SOH: 100 %. Battery voltage: 211.6 V. Output voltage: 212.3 V. Output current: 4.5 A. Cell max voltage: 3315 mV. Cell min voltage: 3303 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",000000000000000018626444084b082d00f30ce70c1615
20250201 14:58:02,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 98 %. SOH: 100 %. Battery voltage: 211.6 V. Output voltage: 211.5 V. Output current: 4.4 A. Cell max voltage: 3309 mV. Cell min voltage: 3305 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",0000000000000000186264440843082c00ed0ce90c1715
20250201 14:59:41,BMS 1,18,Stop balancing,Cell min voltage: 3302 mV.,000000000000000000000000000000000000000000e60c
20250201 15:31:31,BMS 1,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 213.1 V. Output voltage: 213.9 V. Output current: 0.0 A. Cell max voltage: 3336 mV. Cell min voltage: 3326 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",000000000000000018616453085b080000080dfe0c1615
20250201 15:34:29,BMS 2,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 213.1 V. Output voltage: 212.7 V. Output current: 0.0 A. Cell max voltage: 3332 mV. Cell min voltage: 3329 mV. Cell max temp: 23 °C. Cell min temp: 21 °C.",000000000000000018616453084f080000040d010d1715
20250201 15:57:26,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 212.3 V. Output current: 0.9 A. Cell max voltage: 3324 mV. Cell min voltage: 3321 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861644e084b080900fc0cf90c1615
20250201 15:57:29,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 213.5 V. Output current: 0.9 A. Cell max voltage: 3327 mV. Cell min voltage: 3319 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861644e0857080900ff0cf70c1615
20250201 16:05:29,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 213.9 V. Output voltage: 214.7 V. Output current: -0.5 A. Cell max voltage: 3347 mV. Cell min voltage: 3337 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861645b086308fbff130d090d1615
20250201 16:05:29,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 213.9 V. Output voltage: 213.1 V. Output current: -0.6 A. Cell max voltage: 3345 mV. Cell min voltage: 3342 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861645b085308faff110d0e0d1615
20250201 16:14:40,BMS 1,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 213.5 V. Output current: 1.0 A. Cell max voltage: 3327 mV. Cell min voltage: 3319 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861644e0857080a00ff0cf70c1615
20250201 16:14:40,BMS 2,6,Start discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 97 %. SOH: 100 %. Battery voltage: 212.6 V. Output voltage: 212.7 V. Output current: 1.0 A. Cell max voltage: 3324 mV. Cell min voltage: 3321 mV. Cell max temp: 22 °C. Cell min temp: 21 °C.",00000000000000001861644e084f080a00fc0cf90c1615
20250201 20:49:36,BMS 1,17,Start balancing,"Balancing cells: 0,5,16,18,20,22,24,26,28,30,35,44,48,52,55,62. Cell min voltage: 3291 mV.",210055550810914000000000000000000000000000db0c
20250201 21:19:34,BMS 1,18,Stop balancing,Cell min voltage: 3280 mV.,000000000000000000000000000000000000000000d00c
20250201 21:34:28,BMS 1,17,Start balancing,"Balancing cells: 0,2,5,7,8,10,14,16,18,21,23,24,26,28,30,32,35,37,40,42,44,47,48,50,52,55,57,59,61,63. Cell min voltage: 3277 mV.",a545a555299595aa00000000000000000000000000cd0c
20250201 22:04:27,BMS 1,18,Stop balancing,Cell min voltage: 3277 mV.,000000000000000000000000000000000000000000cd0c
20250201 22:40:06,BMS 1,17,Start balancing,"Balancing cells: 0,3,4,6,8,10,13,15,16,18,21,23,24,27,29,31,37,41,43,45,47,49,51,53,55,57,59,60,63. Cell min voltage: 3274 mV.",59a5a5a920aaaa9a00000000000000000000000000ca0c
20250201 23:10:05,BMS 1,18,Stop balancing,Cell min voltage: 3274 mV.,000000000000000000000000000000000000000000ca0c
20250201 23:21:28,BMS 1,17,Start balancing,"Balancing cells: 10,18,21,23,41,57,61,63. Cell min voltage: 3271 mV.",0004a400000200a200000000000000000000000000c70c
20250201 23:36:37,BMS 1,18,Stop balancing,Cell min voltage: 3272 mV.,000000000000000000000000000000000000000000c80c
20250202 03:24:17,BMS 1,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 209.3 V. Output voltage: 210.3 V. Output current: 0.0 A. Cell max voltage: 3273 mV. Cell min voltage: 3260 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001827642d0837080000c90cbc0c1413
20250202 03:25:24,BMS 2,7,Stop discharging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 209.3 V. Output voltage: 208.7 V. Output current: 0.0 A. Cell max voltage: 3273 mV. Cell min voltage: 3268 mV. Cell max temp: 20 °C. Cell min temp: 19 °C.",00000000000000001828642d0827080000c90cc40c1413
20250202 08:06:27,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 211.5 V. Output current: -0.3 A. Cell max voltage: 3293 mV. Cell min voltage: 3286 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",00000000000000001827643a084308fdffdd0cd60c1313
20250202 08:07:51,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 210.3 V. Output current: 0.0 A. Cell max voltage: 3292 mV. Cell min voltage: 3291 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643a0837080000dc0cdb0c1312
20250202 08:17:51,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 211.5 V. Output current: 0.0 A. Cell max voltage: 3293 mV. Cell min voltage: 3287 mV. Cell max temp: 19 °C. Cell min temp: 19 °C.",00000000000000001827643a0843080000dd0cd70c1313
20250202 08:18:11,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.6 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3292 mV. Cell min voltage: 3291 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643a0833080000dc0cdb0c1312
20250202 10:40:59,BMS 2,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.7 V. Output voltage: 211.5 V. Output current: -0.4 A. Cell max voltage: 3293 mV. Cell min voltage: 3292 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643b084308fcffdd0cdc0c1312
20250202 10:41:09,BMS 1,3,Timing record,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 210.7 V. Output voltage: 211.5 V. Output current: -0.5 A. Cell max voltage: 3294 mV. Cell min voltage: 3289 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643b084308fbffde0cd90c1312
20250202 10:41:13,BMU,118,System timing,Status: Active. Environment min temp: 21 °C. Environment max temp: 26 °C. SOC: 39 %. SOH: 100 %. Battery temp: 18 °C. Battery voltage: 210.7 V. Cell max voltage: 3294 mV. Cell min voltage: 3289 mV. Battery max temp: 23 °C. Battery min temp: 18 °C.,03151a276412083b0cde0cd900170012000000000000ff
20250202 10:46:11,BMS 2,111,Time calibrated,Date time set to 2025-02-02 10:46:12.,1902020a2e0cffffffffffffffffffffffffffffffffff
20250202 10:46:12,BMU,36,Functional safety info,Running time: 518700 s. Cells: 64. Temperature sensors: 32. Cell max voltage: 3292 mV. Cell min voltage: 3287 mV. Cell max temp: 19 °C. Cell min temp: 18 °C. Output current: 0.0 A. Output voltage: 213.5 V. Accumulated voltage: 210.6 V. BMS address: 1. Module type: HVM. Modules: 4.,0007ea2c40200cdc0cd7131200000857083a0101040000
20250202 10:46:12,BMS 1,111,Time calibrated,Date time set to 2025-02-02 10:46:12.,1902020a2e0cffffffffffffffffffffffffffffffffff
20250202 10:57:18,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 210.3 V. Output current: -1.3 A. Cell max voltage: 3299 mV. Cell min voltage: 3296 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643e083708f3ffe30ce00c1312
20250202 10:57:43,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 39 %. SOH: 100 %. Battery voltage: 211.1 V. Output voltage: 212.3 V. Output current: -1.5 A. Cell max voltage: 3301 mV. Cell min voltage: 3297 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001827643f084b08f1ffe50ce10c1312
20250202 11:11:16,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 209.9 V. Output current: 0.0 A. Cell max voltage: 3298 mV. Cell min voltage: 3297 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643e0833080000e20ce10c1312
20250202 11:11:17,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 211.9 V. Output current: 0.0 A. Cell max voltage: 3299 mV. Cell min voltage: 3296 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643e0847080000e30ce00c1312
20250202 11:42:36,BMS 2,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.8 V. Output voltage: 209.9 V. Output current: -0.5 A. Cell max voltage: 3296 mV. Cell min voltage: 3294 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643c083308fbffe00cde0c1312
20250202 11:45:40,BMS 1,4,Start charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.9 V. Output current: -0.1 A. Cell max voltage: 3297 mV. Cell min voltage: 3294 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643d084708ffffe10cde0c1312
20250202 11:51:23,BMS 2,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 211.0 V. Output voltage: 210.3 V. Output current: 0.0 A. Cell max voltage: 3298 mV. Cell min voltage: 3297 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643e0837080000e20ce10c1312
20250202 11:53:51,BMS 1,5,Stop charging,"Warnings: -. Errors: -. Status: Relay on, Air switch on. SOC: 40 %. SOH: 100 %. Battery voltage: 210.9 V. Output voltage: 211.9 V. Output current: 0.0 A. Cell max voltage: 3298 mV. Cell min voltage: 3296 mV. Cell max temp: 19 °C. Cell min temp: 18 °C.",00000000000000001828643d0847080000e20ce00c1312
